NCBI_Accession	Cluster_Name	FinalGCFs	Species	Kingdom	Phylum	Fungal_Class	Order	Family	Genus
GCA_002849105.1	714_Aspergillus_steynii	135	Aspergillus_steynii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_003426965.1	838_Aspergillus_tanneri	135	Aspergillus_tanneri	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020498745.1	1719_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_004798825.1	1001_Aspergillus_tanneri	135	Aspergillus_tanneri	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501935.1	2289_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501905.1	2286_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501895.1	2281_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_000986645.1	421_Aspergillus_rambellii	crm*	Aspergillus_rambellii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_000986665.1	422_Aspergillus_ochraceoroseus	crm*	Aspergillus_ochraceoroseus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_001029325.1	444_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656295.1	1293_Aspergillus_fumigatiaffinis	crm*	Aspergillus_fumigatiaffinis	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656215.1	1281_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656185.1	1276_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656165.1	1272_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656125.1	1271_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656115.1	1266_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501645.1	2237_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501695.1	2242_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656335.1	1298_Aspergillus_lentulus	crm*	Aspergillus_lentulus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501695.1	2243_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501735.1	2253_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501875.1	2275_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501715.1	2250_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501705.1	2244_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501875.1	2274_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501835.1	2272_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501835.1	2271_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501705.1	2246_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_002234955.1	667_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_002234965.2	669_Aspergillus_turcosus	crm*	Aspergillus_turcosus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_002234975.2	672_Aspergillus_turcosus	crm*	Aspergillus_turcosus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_002234985.1	675_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_002237265.2	679_Aspergillus_thermomutatus	crm*	Aspergillus_thermomutatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_003184525.1	787_Aspergillus_sclerotioniger	crm*	Aspergillus_sclerotioniger	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501885.1	2278_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501985.1	2292_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656375.1	1300_Aspergillus_lentulus	crm*	Aspergillus_lentulus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656395.1	1303_Aspergillus_lentulus	crm*	Aspergillus_lentulus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_002849105.1	3619_Aspergillus_steynii	135	Aspergillus_steynii	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020498735.1	1715_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_003426965.1	3657_Aspergillus_tanneri	135	Aspergillus_tanneri	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_000002655.1	5_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_000149645.3	39_Aspergillus_fischeri	crm*	Aspergillus_fischeri	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501815.1	2269_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_000150145.1	54_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502125.1	2323_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020498725.1	1709_Aspergillus_fumigatus	crm*	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502125.1	2320_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502115.1	2319_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501735.1	2254_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501605.1	2225_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502105.1	2315_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502105.1	2314_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501615.1	2229_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501615.1	2230_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501995.1	2293_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501995.1	2296_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_012656445.1	1307_Aspergillus_lentulus	crm*	Aspergillus_lentulus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502005.1	2297_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501645.1	2236_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501635.1	2235_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_002846915.2	710_Aspergillus_ochraceoroseus	crm*	Aspergillus_ochraceoroseus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_014281935.1	1503_Aspergillus_hiratsukae	crm*	Aspergillus_hiratsukae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502035.1	2305_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502035.1	2306_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_016748045.1	1553_Aspergillus_fischeri	crm*	Aspergillus_fischeri	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502045.1	2309_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502095.1	2310_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020501635.1	2234_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502025.1	2301_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020502165.1	2324_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503295.1	2493_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_003184825.1	811_Aspergillus_fijiensis	119	Aspergillus_fijiensis	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503705.1	2558_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499785.1	1901_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503705.1	2561_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503715.1	2562_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503715.1	2564_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503725.1	2567_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503725.1	2569_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503735.1	2572_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503665.1	2556_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503745.1	2573_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503795.1	2576_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503795.1	2579_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503805.1	2580_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503805.1	2583_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503815.1	2585_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503815.1	2586_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499785.1	1899_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499775.1	1898_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503745.1	2575_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503665.1	2555_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503645.1	2551_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503635.1	2550_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499805.1	1904_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503395.1	2510_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503395.1	2511_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503435.1	2514_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503445.1	2515_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503455.1	2519_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503465.1	2521_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503515.1	2524_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503535.1	2529_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503535.1	2530_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503545.1	2531_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503545.1	2532_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503555.1	2536_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503555.1	2537_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503565.1	2540_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503565.1	2542_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503595.1	2543_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503595.1	2545_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503635.1	2548_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503825.1	2588_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499805.1	1906_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503825.1	2590_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503885.1	2594_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_000002715.2	3370_Aspergillus_clavatus	5	Aspergillus_clavatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_000149645.2	3394_Aspergillus_fischeri	5	Aspergillus_fischeri	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_000149645.2	3395_Aspergillus_fischeri	5	Aspergillus_fischeri	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_001078395.1	3539_Aspergillus_udagawae	5	Aspergillus_udagawae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_001078395.1	3540_Aspergillus_udagawae	5	Aspergillus_udagawae	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_002237265.1	3610_Aspergillus_thermomutatus	5	Aspergillus_thermomutatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_002237265.1	3612_Aspergillus_thermomutatus	5	Aspergillus_thermomutatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_003184585.1	3635_Aspergillus_saccharolyticus	5	Aspergillus_saccharolyticus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_000002715.2	3369_Aspergillus_clavatus	5	Aspergillus_clavatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499595.1	1866_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499575.1	1862_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499575.1	1861_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_003184545.1	790_Aspergillus_heteromorphus	142	Aspergillus_heteromorphus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_003184545.1	3634_Aspergillus_heteromorphus	142	Aspergillus_heteromorphus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_003184685.1	799_Aspergillus_indologenus	143	Aspergillus_indologenus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_003184765.1	806_Aspergillus_aculeatinus	143	Aspergillus_aculeatinus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_003184765.1	3642_Aspergillus_aculeatinus	143	Aspergillus_aculeatinus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499565.1	1857_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499585.1	1863_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499595.1	1869_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499605.1	1871_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_000002655.1	3368_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503895.1	2596_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499775.1	1897_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499755.1	1892_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499715.1	1890_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499715.1	1888_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499695.1	1886_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503895.1	2599_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499685.1	1884_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503905.1	2602_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499675.1	1880_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499675.1	1879_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499645.1	1877_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503915.1	2605_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499645.1	1875_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020499605.1	1872_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503915.1	2606_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503935.1	2609_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503935.1	2610_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020510485.1	2612_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCA_020503885.1	2593_Aspergillus_fumigatus	5	Aspergillus_fumigatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
GCF_001890905.1	3599_Aspergillus_aculeatus	119	Aspergillus_aculeatus	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus
