TreeTip_Name	Protein	Accession	Lichen	ICS_Clade	Species	Genus	Fungal_Class
Chaetomium_sp_MPICAGEAT0009_KAH6839634.1	KAH6839634.1	GCA_020736525.1	NotLichen	Dit	Chaetomium_sp_MPICAGEAT0009	Chaetomium	Sordariomycetes
Chaetomium_globosum_KAH6627305.1	KAH6627305.1	GCA_020726465.1	NotLichen	Dit	Chaetomium_globosum	Chaetomium	Sordariomycetes
Cercospora_beticola_XP_023452985.1	XP_023452985.1	GCF_002742065.1	NotLichen	Dit	Cercospora_beticola	Cercospora	Dothideomycetes
Cercospora_berteroae_PPJ53223.1	PPJ53223.1	GCA_002933655.1	NotLichen	Dit	Cercospora_berteroae	Cercospora	Dothideomycetes
Candida_tropicalis_KAG4409890.1	KAG4409890.1	GCA_017315405.1	NotLichen	Dit	Candida_tropicalis	Candida	Saccharomycetes
Candida_theae_KAI5958807.1	KAI5958807.1	GCA_024610275.1	NotLichen	Dit	Candida_theae	Candida	Saccharomycetes
Candida_subhashii_KAG7662655.1	KAG7662655.1	GCA_019202705.1	NotLichen	Dit	Candida_subhashii		Saccharomycetes
Candida_pseudojiufengensis_KAI5962374.1	KAI5962374.1	GCA_024610245.1	NotLichen	Dit	Candida_pseudojiufengensis	Candida	Saccharomycetes
Candida_pseudohaemulonii_XP_024714811.1	XP_024714811.1	GCF_003013735.1	NotLichen	Dit	Candida_pseudohaemulonii	Clavispora	Saccharomycetes
Candida_parapsilosis_CCE42742.1	CCE42742.1	GCA_000182765.2	NotLichen	Dit	Candida_parapsilosis	Candida	Saccharomycetes
Candida_oxycetoniae_XP_049181658.1	XP_049181658.1	GCF_023343755.1	NotLichen	Dit	Candida_oxycetoniae	Candida	Saccharomycetes
Candida_orthopsilosis_XP_003869371.1	XP_003869371.1	GCF_000315875.1	NotLichen	Dit	Candida_orthopsilosis	Candida	Saccharomycetes
Candida_metapsilosis_KAG5420540.1	KAG5420540.1	GCA_017655625.1	NotLichen	Dit	Candida_metapsilosis	Candida	Saccharomycetes
Candida_margitis_KAI5968302.1	KAI5968302.1	GCA_024628925.1	NotLichen	Dit	Candida_margitis	Candida	Saccharomycetes
Candida_maltosa_EMG48580.1	EMG48580.1	GCA_000344705.1	NotLichen	Dit	Candida_maltosa	Candida	Saccharomycetes
Candida_jiufengensis_KAI5954370.1	KAI5954370.1	GCA_024610255.1	NotLichen	Dit	Candida_jiufengensis	Candida	Saccharomycetes
Candida_jaroonii_CAH6722115.1	CAH6722115.1	GCA_943733655.1	NotLichen	Dit	Candida_jaroonii	Yamadazyma	Saccharomycetes
Candida_intermedia_SGZ47865.1	SGZ47865.1	GCA_900106115.1	NotLichen	Dit	Candida_intermedia	Clavispora	Saccharomycetes
Candida_haemuloni_KAF3994851.1	KAF3994851.1	GCA_012184655.1	NotLichen	Dit	Candida_haemuloni	Clavispora	Saccharomycetes
Candida_glabrata_CAG59009.1	CAG59009.1	GCA_000002545.2	NotLichen	Dit	Candida_glabrata	Nakaseomyces	Saccharomycetes
Candida_duobushaemulonis_PVH14482.1	PVH14482.1	GCA_002926085.1	NotLichen	Dit	Candida_duobushaemulonis	Clavispora	Saccharomycetes
Candida_dubliniensis_XP_002422024.1	XP_002422024.1	GCF_000026945.1	NotLichen	Dit	Candida_dubliniensis	Candida	Saccharomycetes
Candida_auris_GBL49816.1	GBL49816.1	GCA_007168705.1	NotLichen	Dit	Candida_auris	Clavispora	Saccharomycetes
Candida_albicans_KGQ82474.1	KGQ82474.1	GCA_000773735.1	NotLichen	Dit	Candida_albicans	Candida	Saccharomycetes
Botryosphaeria_dothidea_KAF4311959.1	KAF4311959.1	GCA_011503125.2	NotLichen	Dit	Botryosphaeria_dothidea	Botryosphaeria	Dothideomycetes
Boeremia_exigua_KAH6643822.1	KAH6643822.1	GCA_020726555.1	NotLichen	Dit	Boeremia_exigua	Boeremia	Dothideomycetes
Bipolaris_zeicola_XP_007712407.1	XP_007712407.1	GCF_000523435.1	NotLichen	Dit	Bipolaris_zeicola	Bipolaris	Dothideomycetes
Bipolaris_victoriae_XP_014551402.1	XP_014551402.1	GCF_000527765.1	NotLichen	Dit	Bipolaris_victoriae	Bipolaris	Dothideomycetes
Bipolaris_sorokiniana_XP_007697550.1	XP_007697550.1	GCF_000338995.1	NotLichen	Dit	Bipolaris_sorokiniana	Bipolaris	Dothideomycetes
Bipolaris_oryzae_XP_007682155.1	XP_007682155.1	GCF_000523455.1	NotLichen	Dit	Bipolaris_oryzae	Bipolaris	Dothideomycetes
Bipolaris_maydis_XP_014078387.1	XP_014078387.1	GCF_000354255.1	NotLichen	Dit	Bipolaris_maydis	Bipolaris	Dothideomycetes
Beauveria_brongniartii_OAA36172.1	OAA36172.1	GCA_001636735.1	NotLichen	Dit	Beauveria_brongniartii	Beauveria	Sordariomycetes
Beauveria_bassiana_PQK15682.1	PQK15682.1	GCA_001682635.1	NotLichen	Dit	Beauveria_bassiana	Beauveria	Sordariomycetes
Aspergillus_versicolor_XP_040668936.1	XP_040668936.1	GCF_001890125.1	NotLichen	Dit	Aspergillus_versicolor	Aspergillus	Eurotiomycetes
Aspergillus_uvarum_XP_025493591.1	XP_025493591.1	GCF_003184745.1	NotLichen	Dit	Aspergillus_uvarum	Aspergillus	Eurotiomycetes
Aspergillus_transmontanensis_KAE8317293.1	KAE8317293.1	GCA_009193505.1	NotLichen	Dit	Aspergillus_transmontanensis	Aspergillus	Eurotiomycetes
Aspergillus_tanneri_XP_033421116.1	XP_033421116.1	GCF_003426965.1	NotLichen	Dit	Aspergillus_tanneri	Aspergillus	Eurotiomycetes
Aspergillus_tamarii_KAE8168480.1	KAE8168480.1	GCA_009193485.1	NotLichen	Dit	Aspergillus_tamarii	Aspergillus	Eurotiomycetes
Aspergillus_sydowii_XP_040700936.1	XP_040700936.1	GCF_001890705.1	NotLichen	Dit	Aspergillus_sydowii	Aspergillus	Eurotiomycetes
Aspergillus_sergii_KAE8325966.1	KAE8325966.1	GCA_009193525.1	NotLichen	Dit	Aspergillus_sergii	Aspergillus	Eurotiomycetes
Aspergillus_sclerotiicarbonarius_PYI04654.1	PYI04654.1	GCA_003184635.1	NotLichen	Dit	Aspergillus_sclerotiicarbonarius	Aspergillus	Eurotiomycetes
Aspergillus_puulaauensis_XP_041561691.1	XP_041561691.1	GCF_016861865.1	NotLichen	Dit	Aspergillus_puulaauensis	Aspergillus	Eurotiomycetes
Aspergillus_pseudotamarii_XP_031914652.1	XP_031914652.1	GCF_009193445.1	NotLichen	Dit	Aspergillus_pseudotamarii	Aspergillus	Eurotiomycetes
Aspergillus_pseudonomiae_XP_031944801.1	XP_031944801.1	GCF_009193645.1	NotLichen	Dit	Aspergillus_pseudonomiae	Aspergillus	Eurotiomycetes
Aspergillus_pseudocaelatus_KAE8422314.1	KAE8422314.1	GCA_009193665.1	NotLichen	Dit	Aspergillus_pseudocaelatus	Aspergillus	Eurotiomycetes
Aspergillus_parasiticus_KAB8207855.1	KAB8207855.1	GCA_009176385.1	NotLichen	Dit	Aspergillus_parasiticus	Aspergillus	Eurotiomycetes
Aspergillus_oryzae_OOO06146.1	OOO06146.1	GCA_002007945.1	NotLichen	Dit	Aspergillus_oryzae	Aspergillus	Eurotiomycetes
Aspergillus_novoparasiticus_KAB8221559.1	KAB8221559.1	GCA_009176405.1	NotLichen	Dit	Aspergillus_novoparasiticus	Aspergillus	Eurotiomycetes
Aspergillus_nomiae_XP_015408107.1	XP_015408107.1	GCF_001204775.2	NotLichen	Dit	Aspergillus_nomiae	Aspergillus	Eurotiomycetes
Aspergillus_nidulans_CBF84178.1	CBF84178.1	GCA_000011425.1	NotLichen	Dit	Aspergillus_nidulans	Aspergillus	Eurotiomycetes
Aspergillus_mulundensis_XP_026598911.1	XP_026598911.1	GCF_003369625.1	NotLichen	Dit	Aspergillus_mulundensis	Aspergillus	Eurotiomycetes
Aspergillus_minisclerotigenes_KAB8269544.1	KAB8269544.1	GCA_009176455.1	NotLichen	Dit	Aspergillus_minisclerotigenes	Aspergillus	Eurotiomycetes
Aspergillus_leporis_KAB8077344.1	KAB8077344.1	GCA_009176345.1	NotLichen	Dit	Aspergillus_leporis	Aspergillus	Eurotiomycetes
Aspergillus_ibericus_XP_025572841.1	XP_025572841.1	GCF_003184845.1	NotLichen	Dit	Aspergillus_ibericus	Aspergillus	Eurotiomycetes
Aspergillus_homomorphus_XP_025549287.1	XP_025549287.1	GCF_003184865.1	NotLichen	Dit	Aspergillus_homomorphus	Aspergillus	Eurotiomycetes
Aspergillus_hancockii_KAF7596209.1	KAF7596209.1	GCA_001696595.2	NotLichen	Dit	Aspergillus_hancockii	Aspergillus	Eurotiomycetes
Aspergillus_flavus_QRD83888.1	QRD83888.1	GCA_009017415.1	NotLichen	Dit	Aspergillus_flavus	Aspergillus	Eurotiomycetes
Aspergillus_fijiensis_XP_040805752.1	XP_040805752.1	GCF_003184825.1	NotLichen	Dit	Aspergillus_fijiensis	Aspergillus	Eurotiomycetes
Aspergillus_coremiiformis_KAE8353793.1	KAE8353793.1	GCA_009193565.1	NotLichen	Dit	Aspergillus_coremiiformis	Aspergillus	Eurotiomycetes
Aspergillus_clavatus_EAW12455.1	EAW12455.1	GCA_000002715.1	NotLichen	Dit	Aspergillus_clavatus	Aspergillus	Eurotiomycetes
Aspergillus_carbonarius_OOG00290.1	OOG00290.1	GCA_001990825.1	NotLichen	Dit	Aspergillus_carbonarius	Aspergillus	Eurotiomycetes
Aspergillus_caelatus_XP_031933752.1	XP_031933752.1	GCF_009193585.1	NotLichen	Dit	Aspergillus_caelatus	Aspergillus	Eurotiomycetes
Aspergillus_burnettii_KAF5858138.1	KAF5858138.1	GCA_013421405.2	NotLichen	Dit	Aspergillus_burnettii	Aspergillus	Eurotiomycetes
Aspergillus_brunneoviolaceus_XP_025446514.1	XP_025446514.1	GCF_003184695.1	NotLichen	Dit	Aspergillus_brunneoviolaceus	Aspergillus	Eurotiomycetes
Aspergillus_bombycis_XP_022391229.1	XP_022391229.1	GCF_001792695.1	NotLichen	Dit	Aspergillus_bombycis	Aspergillus	Eurotiomycetes
Aspergillus_bertholletiae_KAE8381570.1	KAE8381570.1	GCA_009193595.1	NotLichen	Dit	Aspergillus_bertholletiae	Aspergillus	Eurotiomycetes
Aspergillus_avenaceus_KAE8153092.1	KAE8153092.1	GCA_009193465.1	NotLichen	Dit	Aspergillus_avenaceus	Aspergillus	Eurotiomycetes
Aspergillus_arachidicola_KAE8347649.1	KAE8347649.1	GCA_009193545.1	NotLichen	Dit	Aspergillus_arachidicola	Aspergillus	Eurotiomycetes
Aspergillus_alliaceus_KAE8393829.1	KAE8393829.1	GCA_009193605.1	NotLichen	Dit	Aspergillus_alliaceus	Aspergillus	Eurotiomycetes
Ashbya_aceris_nom_inval_AGO11079.1	AGO11079.1	GCA_000412225.2	NotLichen	Dit	Ashbya_aceris_nom_inval	Eremothecium	Saccharomycetes
Ascochyta_rabiei_XP_038802792.1	XP_038802792.1	GCF_004011695.1	NotLichen	Dit	Ascochyta_rabiei	Ascochyta	Dothideomycetes
Ascochyta_lentis_KAF9696445.1	KAF9696445.1	GCA_004011705.1	NotLichen	Dit	Ascochyta_lentis	Ascochyta	Dothideomycetes
Ascobolus_immersus_RPA80958.1	RPA80958.1	GCA_003788565.2	NotLichen	Dit	Ascobolus_immersus	Ascobolus	Pezizomycetes
Aplosporella_prunicola_XP_033393932.1	XP_033393932.1	GCF_010093885.1	NotLichen	Dit	Aplosporella_prunicola	Aplosporella	Dothideomycetes
Annulohypoxylon_truncatum_XP_047854128.1	XP_047854128.1	GCF_022578515.1	NotLichen	Dit	Annulohypoxylon_truncatum	Annulohypoxylon	Sordariomycetes
Annulohypoxylon_stygium_KAI1445983.1	KAI1445983.1	GCA_022695755.1	NotLichen	Dit	Annulohypoxylon_stygium	Annulohypoxylon	Sordariomycetes
Annulohypoxylon_nitens_KAI0895451.1	KAI0895451.1	GCA_022496965.1	NotLichen	Dit	Annulohypoxylon_nitens	Annulohypoxylon	Sordariomycetes
Annulohypoxylon_moriforme_KAI1454713.1	KAI1454713.1	GCA_022695765.1	NotLichen	Dit	Annulohypoxylon_moriforme	Annulohypoxylon	Sordariomycetes
Annulohypoxylon_maeteangense_XP_047815414.1	XP_047815414.1	GCF_022496945.1	NotLichen	Dit	Annulohypoxylon_maeteangense	Annulohypoxylon	Sordariomycetes
Annulohypoxylon_bovei_KAI2469528.1	KAI2469528.1	GCA_022836615.1	NotLichen	Dit	Annulohypoxylon_bovei	Annulohypoxylon	Sordariomycetes
Amylocarpus_encephaloides_KAG9233565.1	KAG9233565.1	GCA_019669835.1	NotLichen	Dit	Amylocarpus_encephaloides	Amylocarpus	Leotiomycetes
Ampelomyces_quisqualis_KAF1919205.1	KAF1919205.1	GCA_010094095.1	NotLichen	Dit	Ampelomyces_quisqualis	Ampelomyces	Dothideomycetes
Ampelomyces_quisqualis_KAF1916209.1	KAF1916209.1	GCA_010094095.1	NotLichen	Dit	Ampelomyces_quisqualis	Ampelomyces	Dothideomycetes
Amniculicola_lignicola_KAF2001466.1	KAF2001466.1	GCA_010015725.1	NotLichen	Dit	Amniculicola_lignicola	Amniculicola	Dothideomycetes
Alternaria_tenuissima_RYN60177.1	RYN60177.1	GCA_004154735.1	NotLichen	Dit	Alternaria_tenuissima	Alternaria	Dothideomycetes
Alternaria_sp_MG1_RII17964.1	RII17964.1	GCA_003574525.1	NotLichen	Dit	Alternaria_sp_MG1	Alternaria	Dothideomycetes
Alternaria_postmessia_KAI5380110.1	KAI5380110.1	GCA_024291825.1	NotLichen	Dit	Alternaria_postmessia	Alternaria	Dothideomycetes
Alternaria_panax_KAG9190269.1	KAG9190269.1	GCA_019702505.1	NotLichen	Dit	Alternaria_panax	Alternaria	Dothideomycetes
Alternaria_gaisen_KAB2103971.1	KAB2103971.1	GCA_004156025.2	NotLichen	Dit	Alternaria_gaisen	Alternaria	Dothideomycetes
Alternaria_burnsii_XP_038783698.1	XP_038783698.1	GCF_013036055.1	NotLichen	Dit	Alternaria_burnsii	Alternaria	Dothideomycetes
Alternaria_atra_XP_043174721.1	XP_043174721.1	GCF_907166805.1	NotLichen	Dit	Alternaria_atra	Alternaria	Dothideomycetes
Alternaria_arborescens_XP_028509902.1	XP_028509902.1	GCF_004154835.1	NotLichen	Dit	Alternaria_arborescens	Alternaria	Dothideomycetes
Alternaria_alternata_OWY51764.1	OWY51764.1	GCA_001572055.1	NotLichen	Dit	Alternaria_alternata	Alternaria	Dothideomycetes
Aaosphaeria_arxii_XP_033376822.1	XP_033376822.1	GCF_010015735.1	NotLichen	Dit	Aaosphaeria_arxii	Aaosphaeria	Dothideomycetes
Talaromyces_verruculosus_KUL83045.1	KUL83045.1	GCA_001305275.1	NotLichen	gcf_1	Talaromyces_verruculosus	Talaromyces	Eurotiomycetes
Talaromyces_verruculosus_KUL83035.1	KUL83035.1	GCA_001305275.1	NotLichen	gcf_1	Talaromyces_verruculosus	Talaromyces	Eurotiomycetes
Talaromyces_stipitatus_XP_002340230.1	XP_002340230.1	GCF_000003125.1	NotLichen	gcf_1	Talaromyces_stipitatus	Talaromyces	Eurotiomycetes
Talaromyces_stipitatus_XP_002340227.1	XP_002340227.1	GCF_000003125.1	NotLichen	gcf_1	Talaromyces_stipitatus	Talaromyces	Eurotiomycetes
Talaromyces_pinophilus_KAF3400380.1	KAF3400380.1	GCA_011392495.1	NotLichen	gcf_1	Talaromyces_pinophilus	Talaromyces	Eurotiomycetes
Talaromyces_pinophilus_KAF3400378.1	KAF3400378.1	GCA_011392495.1	NotLichen	gcf_1	Talaromyces_pinophilus	Talaromyces	Eurotiomycetes
Talaromyces_marneffei_KAE8555750.1	KAE8555750.1	GCA_009650675.1	NotLichen	gcf_1	Talaromyces_marneffei	Talaromyces	Eurotiomycetes
Talaromyces_marneffei_KAE8555747.1	KAE8555747.1	GCA_009650675.1	NotLichen	gcf_1	Talaromyces_marneffei	Talaromyces	Eurotiomycetes
Talaromyces_cellulolyticus_GAM34639.1	GAM34639.1	GCA_000829775.1	NotLichen	gcf_1	Talaromyces_cellulolyticus	Talaromyces	Eurotiomycetes
Talaromyces_cellulolyticus_GAM34638.1	GAM34638.1	GCA_000829775.1	NotLichen	gcf_1	Talaromyces_cellulolyticus	Talaromyces	Eurotiomycetes
Talaromyces_atroroseus_XP_020118442.1	XP_020118442.1	GCF_001907595.1	NotLichen	gcf_1	Talaromyces_atroroseus	Talaromyces	Eurotiomycetes
Talaromyces_atroroseus_XP_020118189.1	XP_020118189.1	GCF_001907595.1	NotLichen	gcf_1	Talaromyces_atroroseus	Talaromyces	Eurotiomycetes
Talaromyces_amestolkiae_XP_040734143.1	XP_040734143.1	GCF_001896365.1	NotLichen	gcf_1	Talaromyces_amestolkiae	Talaromyces	Eurotiomycetes
Talaromyces_amestolkiae_XP_040734140.1	XP_040734140.1	GCF_001896365.1	NotLichen	gcf_1	Talaromyces_amestolkiae	Talaromyces	Eurotiomycetes
Stachybotrys_elegans_KAH7309635.1	KAH7309635.1	GCA_020746835.1	NotLichen	gcf_1	Stachybotrys_elegans	Stachybotrys	Sordariomycetes
Stachybotrys_elegans_KAH7309634.1	KAH7309634.1	GCA_020746835.1	NotLichen	gcf_1	Stachybotrys_elegans	Stachybotrys	Sordariomycetes
Pestalotiopsis_fici_XP_007834848.1	XP_007834848.1	GCF_000516985.1	NotLichen	gcf_1	Pestalotiopsis_fici	Pestalotiopsis	Sordariomycetes
Pestalotiopsis_fici_XP_007834847.1	XP_007834847.1	GCF_000516985.1	NotLichen	gcf_1	Pestalotiopsis_fici	Pestalotiopsis	Sordariomycetes
Penicillium_vulpinum_OQE11598.1	OQE11598.1	GCA_002072255.1	NotLichen	gcf_1	Penicillium_vulpinum	Penicillium	Eurotiomycetes
Penicillium_vulpinum_OQE11558.1	OQE11558.1	GCA_002072255.1	NotLichen	gcf_1	Penicillium_vulpinum	Penicillium	Eurotiomycetes
Penicillium_sp_str_12_KAF4761155.1	KAF4761155.1	GCA_013138035.1	NotLichen	gcf_1	Penicillium_sp_str_12	Penicillium	Eurotiomycetes
Penicillium_sp_str_12_KAF4761005.1	KAF4761005.1	GCA_013138035.1	NotLichen	gcf_1	Penicillium_sp_str_12	Penicillium	Eurotiomycetes
Penicillium_sp_occitanis_PCH01316.1	PCH01316.1	GCA_002382835.1	NotLichen	gcf_1	Penicillium_sp_occitanis	Penicillium	Eurotiomycetes
Penicillium_sp_occitanis_PCH01313.1	PCH01313.1	GCA_002382835.1	NotLichen	gcf_1	Penicillium_sp_occitanis	Penicillium	Eurotiomycetes
Penicillium_solitum_XP_040811511.1	XP_040811511.1	GCF_002072235.1	NotLichen	gcf_1	Penicillium_solitum	Penicillium	Eurotiomycetes
Penicillium_solitum_XP_040811439.1	XP_040811439.1	GCF_002072235.1	NotLichen	gcf_1	Penicillium_solitum	Penicillium	Eurotiomycetes
Penicillium_salamii_CAG8948590.1	CAG8948590.1	GCA_911639275.1	NotLichen	gcf_1	Penicillium_salamii	Penicillium	Eurotiomycetes
Penicillium_salamii_CAG8948587.1	CAG8948587.1	GCA_911639275.1	NotLichen	gcf_1	Penicillium_salamii	Penicillium	Eurotiomycetes
Penicillium_rubens_XP_002559054.1	XP_002559054.1	GCF_000226395.1	NotLichen	gcf_1	Penicillium_rubens	Penicillium	Eurotiomycetes
Penicillium_rubens_XP_002559051.1	XP_002559051.1	GCF_000226395.1	NotLichen	gcf_1	Penicillium_rubens	Penicillium	Eurotiomycetes
Penicillium_roqueforti_KAI2703295.1	KAI2703295.1	GCA_023091085.1	NotLichen	gcf_1	Penicillium_roqueforti	Penicillium	Eurotiomycetes
Penicillium_roqueforti_KAI2703292.1	KAI2703292.1	GCA_023091085.1	NotLichen	gcf_1	Penicillium_roqueforti	Penicillium	Eurotiomycetes
Penicillium_polonicum_OQD64752.1	OQD64752.1	GCA_002072265.1	NotLichen	gcf_1	Penicillium_polonicum	Penicillium	Eurotiomycetes
Penicillium_polonicum_OQD64464.1	OQD64464.1	GCA_002072265.1	NotLichen	gcf_1	Penicillium_polonicum	Penicillium	Eurotiomycetes
Penicillium_nordicum_KOS40138.1	KOS40138.1	GCA_001278595.1	NotLichen	gcf_1	Penicillium_nordicum	Penicillium	Eurotiomycetes
Penicillium_nordicum_KOS38287.1	KOS38287.1	GCA_001278595.1	NotLichen	gcf_1	Penicillium_nordicum	Penicillium	Eurotiomycetes
Penicillium_nalgiovense_OQE80732.1	OQE80732.1	GCA_002072425.1	NotLichen	gcf_1	Penicillium_nalgiovense	Penicillium	Eurotiomycetes
Penicillium_nalgiovense_OQE80714.1	OQE80714.1	GCA_002072425.1	NotLichen	gcf_1	Penicillium_nalgiovense	Penicillium	Eurotiomycetes
Penicillium_italicum_KGO70910.1	KGO70910.1	GCA_000769765.1	NotLichen	gcf_1	Penicillium_italicum	Penicillium	Eurotiomycetes
Penicillium_italicum_KGO70908.1	KGO70908.1	GCA_000769765.1	NotLichen	gcf_1	Penicillium_italicum	Penicillium	Eurotiomycetes
Penicillium_griseofulvum_XP_040652405.1	XP_040652405.1	GCF_001561935.1	NotLichen	gcf_1	Penicillium_griseofulvum	Penicillium	Eurotiomycetes
Penicillium_griseofulvum_XP_040652403.1	XP_040652403.1	GCF_001561935.1	NotLichen	gcf_1	Penicillium_griseofulvum	Penicillium	Eurotiomycetes
Penicillium_freii_KUM60590.1	KUM60590.1	GCA_001513925.1	NotLichen	gcf_1	Penicillium_freii	Penicillium	Eurotiomycetes
Penicillium_freii_KUM60581.1	KUM60581.1	GCA_001513925.1	NotLichen	gcf_1	Penicillium_freii	Penicillium	Eurotiomycetes
Penicillium_flavigenum_OQE17377.1	OQE17377.1	GCA_002072365.1	NotLichen	gcf_1	Penicillium_flavigenum	Penicillium	Eurotiomycetes
Penicillium_flavigenum_OQE17370.1	OQE17370.1	GCA_002072365.1	NotLichen	gcf_1	Penicillium_flavigenum	Penicillium	Eurotiomycetes
Penicillium_expansum_KGO36576.1	KGO36576.1	GCA_000769735.1	NotLichen	gcf_1	Penicillium_expansum	Penicillium	Eurotiomycetes
Penicillium_expansum_KGO36574.1	KGO36574.1	GCA_000769735.1	NotLichen	gcf_1	Penicillium_expansum	Penicillium	Eurotiomycetes
Penicillium_digitatum_QQK39972.1	QQK39972.1	GCA_016767815.1	NotLichen	gcf_1	Penicillium_digitatum	Penicillium	Eurotiomycetes
Penicillium_digitatum_QQK39969.1	QQK39969.1	GCA_016767815.1	NotLichen	gcf_1	Penicillium_digitatum	Penicillium	Eurotiomycetes
Penicillium_crustosum_KAF7520962.1	KAF7520962.1	GCA_014621375.1	NotLichen	gcf_1	Penicillium_crustosum	Penicillium	Eurotiomycetes
Penicillium_crustosum_KAF7520959.1	KAF7520959.1	GCA_014621375.1	NotLichen	gcf_1	Penicillium_crustosum	Penicillium	Eurotiomycetes
Penicillium_coprophilum_OQE39314.1	OQE39314.1	GCA_002072405.1	NotLichen	gcf_1	Penicillium_coprophilum	Penicillium	Eurotiomycetes
Penicillium_coprophilum_OQE39138.1	OQE39138.1	GCA_002072405.1	NotLichen	gcf_1	Penicillium_coprophilum	Penicillium	Eurotiomycetes
Penicillium_chrysogenum_KZN92848.1	KZN92848.1	GCA_000710275.1	NotLichen	gcf_1	Penicillium_chrysogenum	Penicillium	Eurotiomycetes
Penicillium_chrysogenum_KZN92846.1	KZN92846.1	GCA_000710275.1	NotLichen	gcf_1	Penicillium_chrysogenum	Penicillium	Eurotiomycetes
Penicillium_camemberti_CRL23940.1	CRL23940.1	GCA_000513335.1	NotLichen	gcf_1	Penicillium_camemberti	Penicillium	Eurotiomycetes
Penicillium_camemberti_CRL23937.1	CRL23937.1	GCA_000513335.1	NotLichen	gcf_1	Penicillium_camemberti	Penicillium	Eurotiomycetes
Penicillium_arizonense_XP_022484247.1	XP_022484247.1	GCF_001773325.1	NotLichen	gcf_1	Penicillium_arizonense	Penicillium	Eurotiomycetes
Penicillium_arizonense_XP_022484218.1	XP_022484218.1	GCF_001773325.1	NotLichen	gcf_1	Penicillium_arizonense	Penicillium	Eurotiomycetes
Penicillium_antarcticum_OQD82778.1	OQD82778.1	GCA_002072345.1	NotLichen	gcf_1	Penicillium_antarcticum	Penicillium	Eurotiomycetes
Penicillium_antarcticum_OQD82615.1	OQD82615.1	GCA_002072345.1	NotLichen	gcf_1	Penicillium_antarcticum	Penicillium	Eurotiomycetes
Macrophomina_phaseolina_KAH7063742.1	KAH7063742.1	GCA_020744275.1	NotLichen	gcf_1	Macrophomina_phaseolina	Macrophomina	Dothideomycetes
Macrophomina_phaseolina_KAH7063741.1	KAH7063741.1	GCA_020744275.1	NotLichen	gcf_1	Macrophomina_phaseolina	Macrophomina	Dothideomycetes
Macrophomina_phaseolina_KAH7036372.1	KAH7036372.1	GCA_020744275.1	NotLichen	gcf_1	Macrophomina_phaseolina	Macrophomina	Dothideomycetes
Macrophomina_phaseolina_KAH7036371.1	KAH7036371.1	GCA_020744275.1	NotLichen	gcf_1	Macrophomina_phaseolina	Macrophomina	Dothideomycetes
Lasiodiplodia_theobromae_KAF9636585.1	KAF9636585.1	GCA_002111425.1	NotLichen	gcf_1	Lasiodiplodia_theobromae	Lasiodiplodia	Dothideomycetes
Hyaloscypha_sp_PMI_1271_KAH8746850.1	KAH8746850.1	GCA_021399465.1	NotLichen	gcf_1	Hyaloscypha_sp_PMI_1271	Hyaloscypha	Leotiomycetes
Hyaloscypha_sp_PMI_1271_KAH8746849.1	KAH8746849.1	GCA_021399465.1	NotLichen	gcf_1	Hyaloscypha_sp_PMI_1271	Hyaloscypha	Leotiomycetes
Hyaloscypha_finlandica_KAH8746349.1	KAH8746349.1	GCA_021399475.1	NotLichen	gcf_1	Hyaloscypha_finlandica	Hyaloscypha	Leotiomycetes
Hyaloscypha_finlandica_KAH8746348.1	KAH8746348.1	GCA_021399475.1	NotLichen	gcf_1	Hyaloscypha_finlandica	Hyaloscypha	Leotiomycetes
Hyaloscypha_bicolor_XP_024741171.1	XP_024741171.1	GCF_002865645.1	NotLichen	gcf_1	Hyaloscypha_bicolor	Hyaloscypha	Leotiomycetes
Hyaloscypha_bicolor_XP_024741170.1	XP_024741170.1	GCF_002865645.1	NotLichen	gcf_1	Hyaloscypha_bicolor	Hyaloscypha	Leotiomycetes
Fusarium_sp_NRRL_66182_KAF5004288.1	KAF5004288.1	GCA_013266265.1	NotLichen	gcf_1	Fusarium_sp_NRRL_66182	Fusarium	Sordariomycetes
Fusarium_decemcellulare_KAF5011881.1	KAF5011881.1	GCA_013266205.1	NotLichen	gcf_1	Fusarium_decemcellulare	Fusarium	Sordariomycetes
Fusarium_decemcellulare_KAF5011880.1	KAF5011880.1	GCA_013266205.1	NotLichen	gcf_1	Fusarium_decemcellulare	Fusarium	Sordariomycetes
Fusarium_albosuccineum_KAF4455337.1	KAF4455337.1	GCA_012931995.1	NotLichen	gcf_1	Fusarium_albosuccineum	Fusarium	Sordariomycetes
Fusarium_albosuccineum_KAF4455336.1	KAF4455336.1	GCA_012931995.1	NotLichen	gcf_1	Fusarium_albosuccineum	Fusarium	Sordariomycetes
Diaporthe_helianthi_POS70067.1	POS70067.1	GCA_001702395.2	NotLichen	gcf_1	Diaporthe_helianthi	Diaporthe	Sordariomycetes
Diaporthe_helianthi_POS70066.1	POS70066.1	GCA_001702395.2	NotLichen	gcf_1	Diaporthe_helianthi	Diaporthe	Sordariomycetes
Dactylonectria_macrodidyma_KAH7125938.1	KAH7125938.1	GCA_020744425.1	NotLichen	gcf_1	Dactylonectria_macrodidyma	Dactylonectria	Sordariomycetes
Dactylonectria_macrodidyma_KAH7125937.1	KAH7125937.1	GCA_020744425.1	NotLichen	gcf_1	Dactylonectria_macrodidyma	Dactylonectria	Sordariomycetes
